models_filename;type_model;windows;dim_emb;ref_err_dis_cos;ref_rmse_dis_cos;ref_err_moy_freq;ref_rmse_freq
glove_5_120.kv;glove;5;120;0.20264957483205545;0.27260698129794714;0.29765555733201554;0.47088288853624755
glove_8_220.kv;glove;8;220;0.2021977351542486;0.26841230861772547;0.300192261417389;0.49384965093486755
cbow_7_260.kv;cbow;7;260;-0.7688000552366382;0.7899707157868364;0.14234410352562704;0.40404808022966143
skipgram_7_280.kv;skipgram;7;280;-0.7607321160900498;0.7796006765937523;0.30227919813827;0.513041893168757
skipgram_3_280.kv;skipgram;3;280;-0.7855833443613146;0.8026642499401407;0.2225395625709575;0.4645162410869421
skipgram_6_80.kv;skipgram;6;80;-0.7547379145492882;0.7737184240536914;0.27426684689660524;0.49206490975383343
cbow_8_280.kv;cbow;8;280;-0.775283778033438;0.7956178593738275;0.1436909831736942;0.4070028820876353
skipgram_9_20.kv;skipgram;9;20;-0.7185243233411195;0.7403731845948616;0.296735431817044;0.507983063639077
cbow_10_220.kv;cbow;10;220;-0.7716817658758124;0.7926403059978004;0.14581990894835184;0.4090892007022483
skipgram_6_220.kv;skipgram;6;220;-0.7656334604435017;0.7839855811568848;0.29437112509669594;0.5138548138474107
glove_6_160.kv;glove;6;160;0.1972547610511954;0.2661642418607866;0.27976822042315275;0.47231149678898426
skipgram_7_40.kv;skipgram;7;40;-0.7398677132871657;0.7602936210593029;0.2852167038915778;0.5014413247110597
skipgram_5_15.kv;skipgram;5;15;-0.7355227038564094;0.7557108578522914;0.2744085599531014;0.4943462884299574
cbow_7_140.kv;cbow;7;140;-0.7637701233520142;0.7832943772172111;0.14569555675062862;0.4052760626199247
skipgram_15_100.kv;skipgram;15;100;-0.7245694939908898;0.7457373758003153;0.310740799956073;0.503724114957264
cbow_10_140.kv;cbow;10;140;-0.7539173374626015;0.7791595769374773;0.14725440037208762;0.40434182283379816
skipgram_5_20.kv;skipgram;5;20;-0.7406012677431141;0.7606384768288872;0.2732171205521884;0.4956877317939767
skipgram_10_120.kv;skipgram;10;120;-0.7405524195583238;0.7607915234909646;0.30176563971130915;0.5070826099651048
cbow_2_15.kv;cbow;2;15;-0.560464865383931;0.6394134708871241;0.15775085633445252;0.4101626492659872
cbow_6_1.kv;cbow;6;1;-0.3106937177767499;0.9304919029254299;-0.08050795450324526;0.37780606109419584
skipgram_8_300.kv;skipgram;8;300;-0.755751011730208;0.7749325780477246;0.311089228354239;0.5116377500788765
glove_7_20.kv;glove;7;20;0.1950066385766807;0.3327729746398013;0.28338250897516026;0.47822149599142294
skipgram_3_5.kv;skipgram;3;5;-0.7033912234875905;0.7323135335611862;0.2231556711869498;0.4362276345504565
glove_6_280.kv;glove;6;280;0.19852468603313295;0.26257931599182016;0.2860734420849826;0.4751016491199188
glove_9_140.kv;glove;9;140;0.20013267425823852;0.27230781336810234;0.2889731092409833;0.495468843931724
glove_9_80.kv;glove;9;80;0.20153030052602408;0.27699833463156365;0.2939290288093358;0.47439680031599585
glove_6_200.kv;glove;6;200;0.1990176861729301;0.26544971095593484;0.2883400435071195;0.48188115179984836
cbow_15_220.kv;cbow;15;220;-0.7737371462765171;0.7945910906105985;0.14432162646214772;0.40610177037030804
glove_9_240.kv;glove;9;240;0.19544418595725738;0.2627270068275287;0.26984305783669166;0.46917745328805815
glove_10_180.kv;glove;10;180;0.19935374692420335;0.2691561543824559;0.2865619685760381;0.4875724951893905
cbow_2_80.kv;cbow;2;80;-0.668331706438005;0.7098793828131721;0.15293180493177586;0.4112940767090007
cbow_10_200.kv;cbow;10;200;-0.7693014502616579;0.7896601118126398;0.14351414465875012;0.404953195054298
cbow_3_5.kv;cbow;3;5;-0.47273449710980175;0.6307478250884879;0.1762264437370904;0.41704033061596407
cbow_2_260.kv;cbow;2;260;-0.7340137929290614;0.7596877468287758;0.1421922969465883;0.40688252786690143
skipgram_5_80.kv;skipgram;5;80;-0.7606230114099988;0.7794269094617522;0.28389001128859565;0.49924445872158296
glove_15_180.kv;glove;15;180;0.20034652463074276;0.27004169454467813;0.29411636458772406;0.4873959693393668
cbow_8_60.kv;cbow;8;60;-0.7258770567724194;0.7557177664475505;0.15153163148468451;0.40558040660507777
skipgram_6_10.kv;skipgram;6;10;-0.7229449140569876;0.7439627715661135;0.28662737460211335;0.5021964847827378
cbow_4_180.kv;cbow;4;180;-0.7546560703269836;0.77509459608905;0.14465471270604915;0.40662293852403486
cbow_10_260.kv;cbow;10;260;-0.7751507787620519;0.7947170584417966;0.14176190914537742;0.40425943601265735
skipgram_15_260.kv;skipgram;15;260;-0.7359146083818102;0.756276883658584;0.3079505465844327;0.5024357317152952
cbow_7_200.kv;cbow;7;200;-0.7676334393755309;0.787436759148278;0.14456023733505163;0.4080118114311649
cbow_4_5.kv;cbow;4;5;-0.49676096555197535;0.6397641772458021;0.1789097057697805;0.4176199232503673
glove_15_1.kv;glove;15;1;0.19319430710660934;1.030589695472132;0.0414415811139696;0.3557642882803122
skipgram_15_120.kv;skipgram;15;120;-0.7281369043776293;0.7489721722838897;0.30211810551849216;0.49891529908172827
glove_5_300.kv;glove;5;300;0.19917534114699703;0.26386176720194443;0.2934296013139344;0.4815714191264538
skipgram_6_5.kv;skipgram;6;5;-0.722114332694514;0.7439829438882158;0.2650877974964834;0.4773711422584892
glove_10_15.kv;glove;10;15;0.18407661692492092;0.3501304043479502;0.2769125610254373;0.477384035516631
skipgram_5_240.kv;skipgram;5;240;-0.7716298337995392;0.7895737253466103;0.2805785284128622;0.5007597619453648
cbow_5_20.kv;cbow;5;20;-0.6569520007568364;0.7008226039499938;0.15299680721694936;0.40544745269949733
glove_4_260.kv;glove;4;260;0.2011194831178767;0.2669729191993528;0.29726231369376094;0.48961724740633467
skipgram_5_1.kv;skipgram;5;1;-0.7554837644330485;0.8282178797864971;-0.19033920695597129;0.34232707062629203
cbow_3_40.kv;cbow;3;40;-0.6776599971683258;0.7141841784099128;0.14924726546287279;0.4033944679770625
glove_8_160.kv;glove;8;160;0.19954149441686378;0.2718160973570234;0.2895112958629477;0.4878447706339018
skipgram_10_5.kv;skipgram;10;5;-0.7125978768472944;0.7344150104619195;0.29278200090760953;0.4866585773803981
skipgram_5_300.kv;skipgram;5;300;-0.7724699610822529;0.7904261489959933;0.28122128392836665;0.4982383129266663
glove_3_280.kv;glove;3;280;0.20171033574153618;0.2656589088612213;0.3018601150823066;0.48861990673869754
cbow_3_240.kv;cbow;3;240;-0.7544536689205116;0.7751789729078602;0.14227425634963317;0.4081797425452355
cbow_7_120.kv;cbow;7;120;-0.7502020556214635;0.7744286812686523;0.15009835128365384;0.4071469983293075
skipgram_7_1.kv;skipgram;7;1;-0.774146283873173;0.8201381209865986;-0.20075774092430831;0.33331773014315713
skipgram_9_260.kv;skipgram;9;260;-0.7518388974859812;0.7714104575796129;0.3088416027544819;0.5072578448918413
cbow_10_280.kv;cbow;10;280;-0.777643247919583;0.7957111147918232;0.14639806591958454;0.41163430449394334
glove_7_280.kv;glove;7;280;0.1970933108408769;0.2612551847277949;0.27556527763646843;0.4754704765671569
glove_10_1.kv;glove;10;1;0.21185682654673377;1.0309065240432267;0.04567318950467451;0.3590551360108407
skipgram_7_160.kv;skipgram;7;160;-0.7564320220499015;0.7757018459600329;0.29288818476475637;0.49758453775262135
glove_9_5.kv;glove;9;5;0.21805754205875366;0.5158780882509986;0.301990927134457;0.48667371434217804
cbow_6_180.kv;cbow;6;180;-0.7643326355591937;0.7845647541621659;0.14409795400260655;0.404012450521671
cbow_5_160.kv;cbow;5;160;-0.7578100423534252;0.7804216612693419;0.14437128659305665;0.40248373343976723
skipgram_15_15.kv;skipgram;15;15;-0.6989195096222496;0.7214251851378687;0.29193374127314037;0.4941200942329718
skipgram_10_260.kv;skipgram;10;260;-0.7467076816555536;0.7663417541189806;0.3117953711913102;0.5075662091476736
cbow_2_100.kv;cbow;2;100;-0.6900967414075188;0.7255900821235007;0.14512143718841297;0.4045546826412491
skipgram_5_200.kv;skipgram;5;200;-0.7702909744312787;0.7883350941561671;0.27865147308905397;0.4996837685657568
skipgram_7_20.kv;skipgram;7;20;-0.7301734260089324;0.7509735945881272;0.2832678465590778;0.5037964023204365
cbow_4_40.kv;cbow;4;40;-0.6947813864303448;0.7264041515374283;0.15115938237331822;0.40438125546753556
skipgram_6_200.kv;skipgram;6;200;-0.763129122534254;0.7816149173408603;0.2887635677130016;0.4965178990574325
skipgram_6_280.kv;skipgram;6;280;-0.766063927876304;0.7845327254209618;0.29505183225696013;0.5090010650173047
skipgram_7_10.kv;skipgram;7;10;-0.7182567161913457;0.7392536021687242;0.2838863776204803;0.4970695513039374
skipgram_9_160.kv;skipgram;9;160;-0.7474485490359598;0.7671432481253093;0.30679423264196737;0.5155694230416675
skipgram_3_300.kv;skipgram;3;300;-0.785194989788443;0.8022467179893312;0.2223978495144612;0.46131618894320775
glove_15_5.kv;glove;15;5;0.1684232045574806;0.4957500209156187;0.27066830423976396;0.46396621001978977
cbow_7_100.kv;cbow;7;100;-0.752192138457413;0.7737549774754291;0.1465559286121487;0.40330580506085656
glove_9_15.kv;glove;9;15;0.18956479828147157;0.3641419504156915;0.28150430630045753;0.48008534959756616
glove_7_60.kv;glove;7;60;0.2012789079591847;0.283368099313993;0.2955003883987474;0.4778609232150313
skipgram_7_200.kv;skipgram;7;200;-0.7587578752871841;0.7776916019616517;0.2957858332162485;0.5109510394317943
cbow_3_1.kv;cbow;3;1;-0.21116028076275303;0.9461247354173344;-0.06247123346075396;0.3696844772296748
glove_5_260.kv;glove;5;260;0.2006369301083195;0.264517007598131;0.29840893785458544;0.48703094703448074
skipgram_4_5.kv;skipgram;4;5;-0.7175122468549798;0.7393522413851998;0.24679712342682358;0.45032321797645924
glove_3_180.kv;glove;3;180;0.1975295333714354;0.26106181189492783;0.2790766122585428;0.46794024216783286
glove_5_220.kv;glove;5;220;0.20185455921322892;0.26561580474107493;0.30055845441522977;0.48103446800600924
glove_2_5.kv;glove;2;5;0.19256643618892988;0.5263490952139956;0.28741951425124634;0.4842174666780646
cbow_9_15.kv;cbow;9;15;-0.6530130741325486;0.7010462058213522;0.15736730247783864;0.41070216488751116
skipgram_5_260.kv;skipgram;5;260;-0.772141955980472;0.7900660912799096;0.2765160874599691;0.4987964635901347
cbow_10_100.kv;cbow;10;100;-0.7474844980641655;0.7716533310686536;0.14903409026677583;0.4043019650809687
skipgram_6_100.kv;skipgram;6;100;-0.7580284042592402;0.7770645861330591;0.27947227834220756;0.5021077383428338
cbow_15_10.kv;cbow;15;10;-0.617425831396699;0.6913763266489051;0.1660679189094474;0.41216510315857974
cbow_15_260.kv;cbow;15;260;-0.7699485890195064;0.7951335236965786;0.14423118850016717;0.4072257798057412
cbow_9_280.kv;cbow;9;280;-0.7782100093446696;0.7964953406382871;0.1448287250346813;0.4078766345077065
cbow_15_140.kv;cbow;15;140;-0.7525654779203977;0.7766750004132841;0.15138709224187633;0.4076702022992819
skipgram_10_180.kv;skipgram;10;180;-0.743373479957013;0.7633750826268185;0.3030075467249346;0.5045892621089659
cbow_8_120.kv;cbow;8;120;-0.7567467624995087;0.779272372677802;0.14744133240957416;0.40631604736539817
glove_4_240.kv;glove;4;240;0.19743189963248334;0.26258882845813997;0.27910002923084126;0.4738766171200178
cbow_15_180.kv;cbow;15;180;-0.768250030115635;0.7897200455167042;0.14653291538075192;0.4071337056570091
cbow_2_160.kv;cbow;2;160;-0.7153091044715587;0.7422078503471353;0.14115872023823942;0.4020890601738389
skipgram_15_180.kv;skipgram;15;180;-0.7337221312438011;0.7542574156046589;0.29140322572830823;0.4930324415313895
glove_3_5.kv;glove;3;5;0.18843174317756067;0.5016130858514973;0.2840228420452545;0.47471961489367415
glove_3_60.kv;glove;3;60;0.2002685291863345;0.2905011963116217;0.29165354508736147;0.48607794708488683
glove_3_140.kv;glove;3;140;0.20076235688628605;0.2723606406786605;0.2933973020417984;0.49583588524665934
glove_9_280.kv;glove;9;280;0.19763930442643515;0.2627440540357421;0.28172151890557146;0.48043011318961376
glove_8_1.kv;glove;8;1;0.21185682654673377;1.0372492480350124;0.04561868448294518;0.3595679441517955
skipgram_7_240.kv;skipgram;7;240;-0.7596568461662537;0.7786315888286763;0.29993225227669496;0.5073042819417213
skipgram_7_300.kv;skipgram;7;300;-0.7614423213765593;0.7801443273854417;0.294329539783821;0.505186635264505
glove_2_280.kv;glove;2;280;0.2001682315082575;0.26416581184387167;0.28729435457171976;0.47841331699567363
glove_2_60.kv;glove;2;60;0.18965159679232452;0.2796923443690559;0.271611846727034;0.47066227370786984
skipgram_2_240.kv;skipgram;2;240;-0.7869347075418993;0.803818458023791;0.18370372523655182;0.43590291308832524
skipgram_10_15.kv;skipgram;10;15;-0.7096857044919688;0.7316361301213473;0.28837274652015715;0.5028147038744513
cbow_3_160.kv;cbow;3;160;-0.738082081209115;0.7610620466084668;0.14586230174303022;0.40988255699424536
cbow_5_200.kv;cbow;5;200;-0.7672849236017102;0.7862794810552939;0.1421575752290422;0.4040300193198467
skipgram_10_10.kv;skipgram;10;10;-0.7084868378020406;0.7301770847093353;0.2962356005807409;0.5041347978501145
cbow_6_280.kv;cbow;6;280;-0.77401084422958;0.7925536945654182;0.1421595939335507;0.40508066588293334
skipgram_3_160.kv;skipgram;3;160;-0.7806475751274331;0.7978445024285887;0.21717788339639765;0.45883523254432207
cbow_3_220.kv;cbow;3;220;-0.7565841907613605;0.7767447953235265;0.14245109486457727;0.40853856976682473
cbow_6_15.kv;cbow;6;15;-0.6466912439746223;0.6968036538832859;0.15356164073842596;0.40460230930304497
cbow_7_220.kv;cbow;7;220;-0.7738986949850609;0.7926963449744205;0.13920138434680376;0.4039554848169932
glove_5_20.kv;glove;5;20;0.19746443004505623;0.3354133656996203;0.29167655831875827;0.47974555648223227
glove_7_180.kv;glove;7;180;0.20070108643665616;0.26610546750026964;0.29355274228895256;0.47622624674005787
skipgram_9_80.kv;skipgram;9;80;-0.739023262118518;0.7594441028016133;0.29880500767915197;0.5023607158656104
skipgram_9_5.kv;skipgram;9;5;-0.7155687611681897;0.7370322654184533;0.28683086001656954;0.48266733952244195
cbow_15_40.kv;cbow;15;40;-0.7134118955980691;0.7444499393966626;0.15908764245997717;0.41055953772226855
cbow_2_10.kv;cbow;2;10;-0.5195616557245457;0.6247696427175646;0.1647908864373741;0.4175174221410214
skipgram_3_10.kv;skipgram;3;10;-0.7304910413166262;0.7512733433227043;0.22553209013434883;0.4497860296798206
skipgram_2_15.kv;skipgram;2;15;-0.7285277555322979;0.7503135354680961;0.1956883701625784;0.43113981360759285
cbow_6_5.kv;cbow;6;5;-0.5324813689664296;0.652278002750791;0.17445563614223952;0.4162933896673948
skipgram_2_180.kv;skipgram;2;180;-0.7848554761699382;0.8018287617165399;0.1807523792451337;0.4292089957476056
glove_15_120.kv;glove;15;120;0.20615633998846875;0.2764144237368276;0.31279907107293337;0.4936188569602531
cbow_2_200.kv;cbow;2;200;-0.7271105126263414;0.7517163052132897;0.14159153048486053;0.4064638704215962
skipgram_10_220.kv;skipgram;10;220;-0.7456257068117557;0.7652691285254667;0.3040835162279618;0.5038937814672241
cbow_6_140.kv;cbow;6;140;-0.7606418074983495;0.7820425195809666;0.14420292663704826;0.4047222945639982
cbow_2_180.kv;cbow;2;180;-0.719828866399364;0.7472767342704514;0.14237075042513916;0.4084119444014593
glove_7_240.kv;glove;7;240;0.19575230953884967;0.26186194276883085;0.27504041446426003;0.48117757550032064
cbow_15_5.kv;cbow;15;5;-0.5456028798367671;0.6640699118225828;0.17867876597400875;0.41467644263001846
skipgram_8_200.kv;skipgram;8;200;-0.7536433683165159;0.7729570623782405;0.3096817875709171;0.5070643811888179
cbow_15_80.kv;cbow;15;80;-0.7493869924293556;0.774895976776504;0.15021341744063796;0.40720735058003893
cbow_5_140.kv;cbow;5;140;-0.7556852876906852;0.7756995756784307;0.14946811173610203;0.4101593738578715
glove_2_80.kv;glove;2;80;0.1965047006843728;0.2783117648486653;0.28172717127819524;0.48418339144826195
glove_10_40.kv;glove;10;40;0.19941422566217493;0.29768094499233355;0.28992472654628726;0.47760223155697334
cbow_3_280.kv;cbow;3;280;-0.7493060647559238;0.7757596030637816;0.14491714429215338;0.4056827840056813
cbow_7_180.kv;cbow;7;180;-0.7719457493986338;0.7903475882712054;0.14240587588358694;0.40205745598331794
cbow_5_40.kv;cbow;5;40;-0.7005968353910949;0.7316919149271;0.1506014124471705;0.4033299895373455
cbow_8_1.kv;cbow;8;1;-0.26403741917643886;0.9280866470084714;-0.07099016648659823;0.3673695300118445
cbow_4_160.kv;cbow;4;160;-0.7544988702604631;0.7751402391755731;0.1444786816729085;0.4052719828368598
glove_8_280.kv;glove;8;280;0.20286503696206212;0.2665114323236206;0.3041630531855965;0.4906900124873712
skipgram_2_100.kv;skipgram;2;100;-0.7775508348111637;0.795056095365886;0.17844984488274557;0.42898031972285944
cbow_7_15.kv;cbow;7;15;-0.6472114198594926;0.6968007972151972;0.15618595659946805;0.4055048432409701
cbow_5_300.kv;cbow;5;300;-0.7691868654304528;0.7888579269511667;0.14272563867773239;0.4016599833449363
glove_8_80.kv;glove;8;80;0.19625673031913837;0.27463249927313144;0.28053371317277365;0.4765015790055999
glove_8_180.kv;glove;8;180;0.1983999702180887;0.26462237422337304;0.29053074163973713;0.4703238610463989
skipgram_3_20.kv;skipgram;3;20;-0.7484476117795249;0.7677099635281793;0.23170609600312658;0.46516080310341185
skipgram_6_240.kv;skipgram;6;240;-0.766024892117747;0.784367773354215;0.29504052751171256;0.5117603747166832
cbow_9_160.kv;cbow;9;160;-0.7671778355145749;0.7868615205091549;0.14840465820102747;0.4074381596177548
glove_8_120.kv;glove;8;120;0.1994972149514918;0.2707163275052354;0.2909369049868461;0.47734979866417737
cbow_6_10.kv;cbow;6;10;-0.6136924078395448;0.682898649982052;0.15740283167718816;0.4104878302723373
glove_3_40.kv;glove;3;40;0.20714634209784388;0.3119637424370678;0.30106353428325494;0.49399857598279917
glove_2_260.kv;glove;2;260;0.20229206456220528;0.26657071420455647;0.30767438780767076;0.49835714375370355
glove_8_15.kv;glove;8;15;0.19003966101191788;0.35100896759462463;0.2849151094380088;0.47778887055532365
glove_15_300.kv;glove;15;300;0.20009099465843203;0.26210229851131317;0.29289504836008523;0.4840487151306268
glove_4_80.kv;glove;4;80;0.2025642550259725;0.28410745514398433;0.3027116046439894;0.4903664666320611
cbow_5_120.kv;cbow;5;120;-0.7526724166019557;0.7743693311551444;0.14460141890702494;0.40390140103492417
skipgram_2_40.kv;skipgram;2;40;-0.759899900466476;0.7784450190952877;0.19225697623904045;0.4297803080463347
skipgram_2_220.kv;skipgram;2;220;-0.7864290131147355;0.8033438596455753;0.18242628902357688;0.4360174397918676
skipgram_8_120.kv;skipgram;8;120;-0.7477835728395817;0.7675318940216261;0.30195055304428714;0.5147331480150379
glove_7_10.kv;glove;7;10;0.19916621076151683;0.40388336132427116;0.29205365232094493;0.4890132417238944
skipgram_9_180.kv;skipgram;9;180;-0.74726891852727;0.7670154979823282;0.30788554429925924;0.5102778358118908
glove_4_60.kv;glove;4;60;0.19816426189405761;0.2884561055853506;0.2932717386213702;0.4837301942911606
cbow_7_280.kv;cbow;7;280;-0.7766393682308217;0.7945341276243927;0.14083855370319232;0.40440915612389605
cbow_10_160.kv;cbow;10;160;-0.7657298195555308;0.78661060431376;0.1470339578397601;0.40596120234489813
glove_3_80.kv;glove;3;80;0.20411438579998514;0.2856047130785499;0.2990137417253302;0.49824325055098023
skipgram_15_20.kv;skipgram;15;20;-0.7002690622306387;0.72307276103104;0.2945911638881218;0.4976855625868445
cbow_9_200.kv;cbow;9;200;-0.7697014716442263;0.7896420576650797;0.1423957823610445;0.40339723176173214
glove_8_20.kv;glove;8;20;0.20450504829844207;0.34404470835103174;0.29838794332769714;0.49004615220997344
skipgram_7_220.kv;skipgram;7;220;-0.7600838168550277;0.7788997892084549;0.29750052082576317;0.5009479294430511
cbow_4_200.kv;cbow;4;200;-0.760328257820695;0.7806235280439192;0.13969314076507286;0.4017526999199275
cbow_8_100.kv;cbow;8;100;-0.7511361613659648;0.7740026130819784;0.1464016995876998;0.40293990173614247
skipgram_2_160.kv;skipgram;2;160;-0.783298689149998;0.8003660863742428;0.18398594012683925;0.43102976339892257
glove_2_15.kv;glove;2;15;0.17790676795219942;0.3529581626812129;0.26911753543633893;0.4640279080703443
cbow_7_80.kv;cbow;7;80;-0.7371231281505622;0.7648890955928805;0.1493033854482089;0.4052848621389806
cbow_6_80.kv;cbow;6;80;-0.7420381659527439;0.7655367857918364;0.1457662114084259;0.40420283832836434
glove_2_240.kv;glove;2;240;0.19750773494841037;0.262056369824937;0.28394249760581647;0.47420565793620006
cbow_8_220.kv;cbow;8;220;-0.7744301150735428;0.7920712799209191;0.1420905542393602;0.40244504010025733
glove_8_40.kv;glove;8;40;0.19593491590535486;0.2955799134356162;0.2822778738681124;0.47109985251950665
cbow_4_140.kv;cbow;4;140;-0.7480089815462393;0.7695770648462475;0.14405677243063328;0.4057891265132903
glove_2_160.kv;glove;2;160;0.1995742268517069;0.2691912057272133;0.28772393489112724;0.4835805174808615
skipgram_15_140.kv;skipgram;15;140;-0.7282295527065558;0.7491584589714271;0.30550347297923647;0.5103128733149989
cbow_6_220.kv;cbow;6;220;-0.7710387972009717;0.7894030724838762;0.14227748627684675;0.40643329806628725
skipgram_5_160.kv;skipgram;5;160;-0.7686748347190118;0.7867269714549902;0.27242740334846555;0.49515473787201597
glove_9_180.kv;glove;9;180;0.19566534757397386;0.2643362327867847;0.27386795088572674;0.4614360318222919
skipgram_3_240.kv;skipgram;3;240;-0.7842740967288949;0.8014413155949579;0.22271357489958962;0.4642410674106363
cbow_5_1.kv;cbow;5;1;-0.2982520381500003;0.9337671511301425;-0.07579831688492898;0.3788441340631382
skipgram_3_1.kv;skipgram;3;1;-0.6528399075123642;0.8511769155435345;-0.1685549628639119;0.35081872862317043
skipgram_4_260.kv;skipgram;4;260;-0.7780237619788277;0.7954063355145055;0.2604948409987581;0.48599719757738624
skipgram_10_100.kv;skipgram;10;100;-0.735742454316386;0.7561979394871752;0.3006408175591763;0.5016032547175189
cbow_7_1.kv;cbow;7;1;-0.34179791684362393;0.9247302443175036;-0.08637309858222346;0.37708691132660377
skipgram_4_15.kv;skipgram;4;15;-0.7403972001643461;0.7601405807584479;0.2569826988948804;0.48195598451640076
cbow_10_1.kv;cbow;10;1;-0.33557707703024914;0.9268468461401751;-0.08468505787222085;0.38146233180481914
glove_5_180.kv;glove;5;180;0.19827023818304987;0.26760259424382893;0.2849776892777721;0.4815114251389093
glove_10_100.kv;glove;10;100;0.203234444057419;0.27760617814674743;0.3025949235233984;0.4867875544252504
skipgram_5_180.kv;skipgram;5;180;-0.7688475113215786;0.7870165358660904;0.27262039149947753;0.498929299090863
glove_10_10.kv;glove;10;10;0.2150226652391927;0.4160255921133103;0.30437057600906964;0.49095959076372364
skipgram_8_260.kv;skipgram;8;260;-0.7563932454742167;0.7753941868215267;0.29492505761382665;0.5025351420503222
cbow_8_200.kv;cbow;8;200;-0.7703881302687685;0.7912751436297407;0.1421874520557679;0.4054083307305017
cbow_8_10.kv;cbow;8;10;-0.6156824571123958;0.6805003108813705;0.16228930781044854;0.41101770121644077
glove_3_15.kv;glove;3;15;0.19900659000929039;0.3693337070302259;0.29011246606557717;0.48302951027965974
glove_5_100.kv;glove;5;100;0.19949588753771136;0.27558419283228325;0.29000143731761;0.4887800665119729
skipgram_15_10.kv;skipgram;15;10;-0.694222604380095;0.7167974489377443;0.2892234286000365;0.4919077977949107
skipgram_8_80.kv;skipgram;8;80;-0.7433262505528009;0.7634200343763881;0.29712302308267485;0.5059899576624031
glove_10_5.kv;glove;10;5;0.2538565053810216;0.5511583415471754;0.32777947348956493;0.5064874142373695
cbow_10_15.kv;cbow;10;15;-0.646690222904706;0.7045124098196507;0.158800986419771;0.4112543044012956
glove_10_280.kv;glove;10;280;0.19849406209190248;0.26304088232836276;0.28557320710777784;0.4722871573397665
glove_6_240.kv;glove;6;240;0.20052525044652336;0.26936058731601603;0.29268268064579167;0.4938216203831855
skipgram_4_160.kv;skipgram;4;160;-0.7746936107078976;0.7923115432059917;0.25768318935932777;0.48783829792051253
skipgram_3_100.kv;skipgram;3;100;-0.7765278904423593;0.7940743520262932;0.22056203963443685;0.45739118140027357
cbow_5_240.kv;cbow;5;240;-0.768822643207024;0.7876398590367718;0.14133354004867504;0.4051303874939648
cbow_9_120.kv;cbow;9;120;-0.7611644165510744;0.7819397321798129;0.15269319405887186;0.4116631308560744
glove_6_60.kv;glove;6;60;0.20059813657944983;0.28616505897453054;0.29706407691102676;0.4860806731881126
skipgram_7_15.kv;skipgram;7;15;-0.7248765917206661;0.7460269028448725;0.2925942613883196;0.5075812007479352
glove_6_20.kv;glove;6;20;0.20346253350848537;0.3424106232257037;0.29575434142591595;0.4817565991687505
glove_10_120.kv;glove;10;120;0.20001732232669206;0.2740943516231123;0.29142785392331183;0.47700639057287575
cbow_7_40.kv;cbow;7;40;-0.7168474337267132;0.7457672794088365;0.1505057258534679;0.4076023642148851
glove_8_240.kv;glove;8;240;0.2016558332510539;0.2664672605464384;0.30151532035225587;0.48985415104229624
glove_2_180.kv;glove;2;180;0.20032110086490668;0.26882996166968115;0.2921501463964509;0.47850765622474656
cbow_3_20.kv;cbow;3;20;-0.6304026614276411;0.6833610482605476;0.15103866384371026;0.4057658716737495
skipgram_8_10.kv;skipgram;8;10;-0.7159008393621776;0.7375331830726026;0.2872943545717197;0.502592450868567
skipgram_8_20.kv;skipgram;8;20;-0.723306917536911;0.7442964037548206;0.293852318038013;0.4991775746242306
cbow_3_15.kv;cbow;3;15;-0.6128427249750247;0.6716419491789611;0.14985408803812608;0.4036372630927624
cbow_10_120.kv;cbow;10;120;-0.7605140681051205;0.7811411443424212;0.14685348565670073;0.40567707130677577
cbow_7_160.kv;cbow;7;160;-0.7682948278090851;0.7871537268564386;0.14036052447558092;0.40075047318737655
glove_3_100.kv;glove;3;100;0.20009971135328516;0.2769688148986854;0.29194181609117437;0.48644756465387323
skipgram_5_140.kv;skipgram;5;140;-0.7663090743644462;0.7845641532806173;0.2695996020729673;0.5011736293630042
skipgram_8_5.kv;skipgram;8;5;-0.7137961994942051;0.7359024126066851;0.28630357439895093;0.48484940173219315
glove_7_260.kv;glove;7;260;0.19859856026591863;0.2643111073621182;0.2851403968611567;0.48663958053626927
skipgram_5_100.kv;skipgram;5;100;-0.7638477684131897;0.7824744428673757;0.28161654627112975;0.5010241195534765
cbow_5_280.kv;cbow;5;280;-0.7722599708596838;0.7905254065345884;0.1401037452621005;0.40328969898704525
cbow_5_5.kv;cbow;5;5;-0.511034081212765;0.6433127729651246;0.1768490122075099;0.41626100579000036
skipgram_3_180.kv;skipgram;3;180;-0.7820176524052203;0.7992019365493042;0.22622127585354865;0.46694097974817944
cbow_8_300.kv;cbow;8;300;-0.7789510757007678;0.7969212608076361;0.14439591478806027;0.4074613655751741
skipgram_15_200.kv;skipgram;15;200;-0.7334461710546136;0.75430985794121;0.31036733962200164;0.5060936322562145
skipgram_8_140.kv;skipgram;8;140;-0.7489825594803814;0.7686825794688785;0.3062233430069653;0.5083921252327436
skipgram_3_40.kv;skipgram;3;40;-0.7639143742399339;0.7823124608937025;0.22191214920971755;0.45698666830432016
glove_5_15.kv;glove;5;15;0.20256547872261793;0.3655761964035351;0.29395567570884795;0.4865782436823799
cbow_15_100.kv;cbow;15;100;-0.7464732654171113;0.7739285301566293;0.14995542700445244;0.4067655986250617
glove_3_200.kv;glove;3;200;0.19870879803938085;0.2627740001682396;0.2884183692420491;0.47034351430872595
cbow_9_5.kv;cbow;9;5;-0.5418757555729667;0.6594744706199209;0.17699678137753166;0.41466149746287856
